,プログラム実行日時,論文更新日時,論文リンク,PDFリンク,論文タイトル,サマリ,著者,事前付与ジャンル,ニューラルネットワーク,自然言語処理,マーケティング,画像解析,音声解析,強化学習
519,2017-03-06T12:14:21Z,2017-02-28T14:07:42Z,http://arxiv.org/abs/1702.08791v1,http://arxiv.org/pdf/1702.08791v1,robust budget alloc via continu submodular function,the optim alloc of resourc for maxim influenc spread of inform or coverag has gain attent in the past year in particular in machin learn and data mine but in applic the paramet of the problem are rare known exact and use wrong paramet can lead to undesir outcom we henc revisit a continu version of the budget alloc or bipartit influenc maxim problem introduc by alon et al 2012 from a robust optim perspect where an adversari may choos the least favor paramet within a confid set the result problem is a nonconvex concav saddl point problem or game we show that this nonconvex problem can be solv exact by leverag connect to continu submodular function and by solv a constrain submodular minim problem although constrain submodular minim is hard in general here we establish condit under which such a problem can be solv to arbitrari precis epsilon,Matthew Staib|Stefanie Jegelka,cs.LG|cs.AI|cs.DS|cs.SI|math.OC,0,0,0,0,0,0
520,2017-03-06T12:14:25Z,2017-02-28T10:42:31Z,http://arxiv.org/abs/1702.08734v1,http://arxiv.org/pdf/1702.08734v1,billion scale similar search with gpus,similar search find applic in special databas system handl complex data such as imag or video which are typic repres by high dimension featur and requir specif index structur this paper tackl the problem of better util gpus for this task while gpus excel at data parallel task prior approach are bottleneck by algorithm that expos less parallel such as k min select or make poor use of the memori hierarchi we propos a design for k select that oper at up to 55 of theoret peak perform enabl a nearest neighbor implement that is 8 5x faster than prior gpu state of the art we appli it in differ similar search scenario by propos optim design for brute forc approxim and compress domain search base on product quantize in all these setup we outperform the state of the art by larg margin our implement enabl the construct of a high accuraci k nn graph on 95 million imag from the yfcc100m dataset in 35 minut and of a graph connect 1 billion vector in less than 12 hour on 4 maxwel titan x gpus we have open sourc our approach for the sake of comparison and reproduc,Jeff Johnson|Matthijs Douze|Hervé Jégou,cs.CV|cs.DB|cs.DS,0,0,0,1,0,0
521,2017-03-06T12:14:25Z,2017-02-27T21:48:00Z,http://arxiv.org/abs/1702.08545v1,http://arxiv.org/pdf/1702.08545v1,synergist comput of planar maxima and convex hull,refin of the worst case complex over instanc of fix input size consid the input order or the input structur but rare both at the same time barbay et al 2016 describ synergist solut on multiset which take advantag of the input order and the input structur such as to asymptot outperform ani compar solut which take advantag onli of one of those featur we consid the extens of their result to the comput of the textsc maxima set and the textsc convex hull of a set of planar point after revisit and improv previous approach take advantag onli of the input order or of the input structur we describ synergist solut take optim advantag of various notion of the input order and input structur in the plane as intermedi result we describ and analyz the first adapt algorithm for textsc merg maxima and textsc merg convex hull,Jérémy Barbay|Carlos Ochoa,cs.DS,0,0,0,0,0,0
522,2017-03-06T12:14:25Z,2017-02-27T20:05:43Z,http://arxiv.org/abs/1702.08503v1,http://arxiv.org/pdf/1702.08503v1,sgd learn the conjug kernel class of the network,we show that the standard stochast gradient decent sgd algorithm is guarante to learn in polynomi time a function that is competit with the best function in the conjug kernel space as defin in dani frostig and singer 2016 the result hold for log depth network from a rich famili of architectur to the best of our knowledg it is the first polynomi time guarante for the standard neural network learn algorithm for network of depth ge 3,Amit Daniely,cs.LG|cs.DS|stat.ML,1,0,0,0,0,0
523,2017-03-06T12:14:25Z,2017-02-27T19:11:44Z,http://arxiv.org/abs/1702.08474v1,http://arxiv.org/pdf/1702.08474v1,the infinit server problem,we studi a variant of the k server problem the infinit server problem in which infinit mani server resid initi at a particular point of the metric space and serv a sequenc of request in the framework of competit analysi we show a surpris tight connect between this problem and the h k server problem in which an onlin algorithm with k server compet against an offlin algorithm with h server specif we show that the infinit server problem has bound competit ratio if and onli if the h k server problem has bound competit ratio for some k o h we give a lower bound of 3 146 for the competit ratio of the infinit server problem which impli the same lower bound for the h k server problem even when k h to infti and hold also for the line metric the previous known bound were 2 4 for general metric space and 2 for the line for weight tree and layer graph we obtain upper bound although they depend on the depth of particular interest is the infinit server problem on the line which we show to be equival to the seem easier case in which all request are in a fix bound interv away from the origin posit of the server this is a special case of a more general reduct from arbitrari metric space to bound subspac unfortun classic approach doubl coverag and general work function algorithm balanc algorithm fail even for this special case,Christian Coester|Elias Koutsoupias|Philip Lazos,cs.DS|F.1.2,0,0,0,0,0,0
524,2017-03-06T12:14:25Z,2017-02-27T18:23:28Z,http://arxiv.org/abs/1702.08415v1,http://arxiv.org/pdf/1702.08415v1,an sdp base algorithm for linear size spectral sparsif,for ani undirect and weight graph g v e w with n vertic and m edg we call a spars subgraph h of g with proper reweight of the edg a 1 varepsilon spectral sparsifi if 1 varepsilon x interc l gx leq x interc l h x leq 1 varepsilon x interc l gx hold for ani x in mathbb r n where l g and l h are the respect laplacian matric of g and h notic that omega m time is need for ani algorithm to construct a spectral sparsifi and a spectral sparsifi of g requir omega n edg a natur question is to investig for ani constant varepsilon if a 1 varepsilon spectral sparsifi of g with o n edg can be construct in tild o m time where the tild o notat suppress polylogarithm factor all previous construct on spectral sparsif requir either super linear number of edg or m 1 omega 1 time in this work we answer this question affirm by present an algorithm that for ani undirect graph g and varepsilon 0 output a 1 varepsilon spectral sparsifi of g with o n varepsilon 2 edg in tild o m varepsilon o 1 time our algorithm is base on three novel techniqu 1 a new potenti function which is much easier to comput yet has similar guarante as the potenti function use in previous refer 2 an effici reduct from a two side spectral sparsifi to a one side spectral sparsifi 3 construct a one side spectral sparsifi by a semi definit program,Yin Tat Lee|He Sun,cs.DS|cs.LG,0,0,0,0,0,0
525,2017-03-06T12:14:25Z,2017-02-27T14:25:36Z,http://arxiv.org/abs/1702.08299v1,http://arxiv.org/pdf/1702.08299v1,independ set size approxim in graph stream,we studi the problem of estim the size of independ set in a graph g defin by a stream of edg our approach reli on the caro wei bound which express the desir quantiti in term of a sum over node of the reciproc of their degre denot by beta g our result show that beta g can be approxim accur base on a provid lower bound on beta stronger result are possibl when the edg are promis to arriv group by an incid node in this set we obtain a valu that is at most a logarithm factor below the true valu of beta and no more than the true independ set size to justifi the form of this bound we also show an omega n beta lower bound on ani algorithm that approxim beta up to a constant factor,Graham Cormode|Jacques Dark|Christian Konrad,cs.DS,0,0,0,0,0,0
526,2017-03-06T12:14:25Z,2017-02-27T12:03:01Z,http://arxiv.org/abs/1702.08248v1,http://arxiv.org/pdf/1702.08248v1,scalabl and distribut cluster via lightweight coreset,coreset are compact represent of data set such that model train on a coreset are provabl competit with model train on the full data set as such they have been success use to scale up cluster model to massiv data set while exist approach general onli allow for multipl approxim error we propos a novel notion of coreset call lightweight coreset that allow for both multipl and addit error we provid a singl algorithm to construct light weight coreset for k mean cluster bregman cluster and maximum likelihood estim of gaussian mixtur model the algorithm is substanti faster than exist construct embarrass parallel and result coreset are smaller in an extens experiment evalu we demonstr that the propos method outperform exist coreset construct,Olivier Bachem|Mario Lucic|Andreas Krause,stat.ML|cs.DC|cs.DS|cs.LG|stat.CO,0,0,0,0,0,0
527,2017-03-06T12:14:25Z,2017-02-28T01:39:26Z,http://arxiv.org/abs/1702.08247v2,http://arxiv.org/pdf/1702.08247v2,on the expect valu of the determin of random sum of rank one matric,we present a simpl yet use result about the expect valu of the determin of random sum of rank one matric comput such expect in general may involv a sum over exponenti mani term nevertheless we show that an interest and use class of such expect that aris in e g d optim estim and random graph can be comput effici via comput a singl determin,Kasra Khosoussi,cs.DS|math.PR,0,0,0,0,0,0
528,2017-03-06T12:14:25Z,2017-02-27T09:52:17Z,http://arxiv.org/abs/1702.08207v1,http://arxiv.org/pdf/1702.08207v1,approxim strategi for general binari search in weight tree,we consid the follow general of the binari search problem a search strategi is requir to locat an unknown target node t in a given tree t upon queri a node v of the tree the strategi receiv as a repli an indic of the connect compon of t setminus v contain the target t the cost of queri each node is given by a known non negat weight function and the consid object is to minim the total queri cost for a worst case choic of the target design an optim strategi for a weight tree search instanc is known to be strong np hard in contrast to the unweight variant of the problem which can be solv optim in linear time here we show that weight tree search admit a quasi polynomi time approxim scheme for ani 0 textless varepsilon textless 1 there exist a 1 varepsilon approxim strategi with a comput time of n o log n varepsilon 2 thus the problem is not apx hard unless np subseteq dtime n o log n by appli a generic reduct we obtain as a corollari that the studi problem admit a polynomi time o sqrt log n approxim this improv previous hat o log n approxim approach where the hat o notat disregard o mathrm poli log log n factor,Dariusz Dereniowski|Adrian Kosowski|Przemyslaw Uznanski|Mengchuan Zou,cs.DS,0,0,0,0,0,0
529,2017-03-06T12:14:25Z,2017-02-26T07:12:46Z,http://arxiv.org/abs/1702.08443v1,http://arxiv.org/pdf/1702.08443v1,elementari yet precis worst case analysi of mergesort a short version sv,this paper offer two elementari yet precis deriv of an exact formula w n sum i 1 n lceil lg i rceil n lceil lg n rceil 2 lceil lg n rceil 1 for the maximum number w n of comparison of key perform by tt mergesort on an n element array the first of the two due to it structur regular is well worth care studi in it own right close smooth bound on w n are deriv it seem interest that w n is linear between the point n 2 lfloor lg n rfloor and it linear interpol it own lower bound n lg n n 1 between these point,Marek A. Suchenek,cs.DS|cs.CC|cs.DM|68W40 Analysis of algorithms|F.2.2; G.2.0; G.2.1; G.2.2,0,0,0,0,0,0
530,2017-03-06T12:14:29Z,2017-02-26T00:51:38Z,http://arxiv.org/abs/1702.07961v1,http://arxiv.org/pdf/1702.07961v1,an effici multiway mergesort for gpu architectur,sort is a primit oper that is a build block for countless algorithm as such it is import to design sort algorithm that approach peak perform on a rang of hardwar architectur graphic process unit gpus are particular attract architectur as they provid massiv parallel and comput power howev the intricaci of their comput and memori hierarchi make design gpu effici algorithm challeng in this work we present gpu multiway mergesort mms a new gpu effici multiway mergesort algorithm mms employ a new partit techniqu that expos the parallel need by modern gpu architectur to the best of our knowledg mms is the first sort algorithm for the gpu that is asymptot optim in term of global memori access and that is complet free of share memori bank conflict we realiz an initi implement of mms evalu it perform on three modern gpu architectur and compar it to competit implement avail in state of the art gpu librari despit these implement be high optim mms compar favor achiev perform improv for most random input furthermor unlik mms state of the art algorithm are suscept to bank conflict we find that for certain input that caus these algorithm to incur larg number of bank conflict mms can achiev a 33 7 perform improv over it fastest competitor overal even though it current implement is not fulli optim due to it effici use of the memori hierarchi mms outperform the fastest comparison base sort implement avail to date,Henri Casanova|John Iacono|Ben Karsin|Nodari Sitchinava|Volker Weichert,cs.DS,0,0,0,0,0,0
531,2017-03-06T12:14:29Z,2017-02-25T04:13:22Z,http://arxiv.org/abs/1702.07832v1,http://arxiv.org/pdf/1702.07832v1,construct adjac array from incid array,graph construct a fundament oper in a data process pipelin is typic done by multipli the incid array represent of a graph mathbf e mathrm in and mathbf e mathrm out to produc an adjac array of the graph mathbf a that can be process with a varieti of algorithm this paper provid the mathemat criteria to determin if the product mathbf a mathbf e sf t mathrm out mathbf e mathrm in will have the requir structur of the adjac array of the graph the valu in the result adjac array are determin by the correspond addit oplus and multipl otim oper use to perform the array multipl illustr of the various result possibl from differ oplus and otim oper are provid use a small collect of popular music metadata,Hayden Jananthan|Karia Dibert|Jeremy Kepner,cs.DS|cs.DM|math.CO,0,0,0,0,0,0
532,2017-03-06T12:14:29Z,2017-02-25T01:24:03Z,http://arxiv.org/abs/1702.07815v1,http://arxiv.org/pdf/1702.07815v1,subquadrat algorithm for the diamet and the sum of pairwis distanc in planar graph,we show how to comput for n vertex planar graph in o n 11 6 rm polylog n expect time the diamet and the sum of the pairwis distanc the algorithm work for direct graph with real weight and no negat cycl in o n 15 8 rm polylog n expect time we can also comput the number of pair of vertic at distanc smaller than a given threshold these are the first algorithm for these problem use time o n c for some constant c 2 even when restrict to undirect unweight planar graph,Sergio Cabello,cs.DS,0,0,0,0,0,0
533,2017-03-06T12:14:29Z,2017-02-24T18:59:08Z,http://arxiv.org/abs/1702.07709v1,http://arxiv.org/pdf/1702.07709v1,comput effici robust estim of spars function,mani convent statist procedur are extrem sensit to seem minor deviat from model assumpt this problem is exacerb in modern high dimension set where the problem dimens can grow with and possibl exceed the sampl size we consid the problem of robust estim of spars function and provid a comput and statist effici algorithm in the high dimension set our theori identifi a unifi set of determinist condit under which our algorithm guarante accur recoveri by further establish that these determinist condit hold with high probabl for a wide rang of statist model our theori appli to mani problem of consider interest includ spars mean and covari estim spars linear regress and spars general linear model,Simon S. Du|Sivaraman Balakrishnan|Aarti Singh,stat.ML|cs.DS|cs.LG,0,0,0,0,0,0
534,2017-03-06T12:14:29Z,2017-02-24T18:30:03Z,http://arxiv.org/abs/1702.07696v1,http://arxiv.org/pdf/1702.07696v1,an effici data structur for dynam two dimension reconfigur,in the presenc of dynam insert and delet into a partial reconfigur fpga fragment is unavoid this pose the challeng of develop effici approach to dynam defragment and realloc one key aspect is to develop effici algorithm and data structur that exploit the two dimension geometri of a chip instead of just one we propos a new method for this task base on the fractal structur of a quadtre which allow dynam segment of the chip area along with dynam adjust the necessari communic infrastructur we describ a number of algorithm aspect and present differ solut we also provid a number of basic simul that indic that the theoret worst case bound may be pessimist,Sándor P. Fekete|Jan-Marc Reinhardt|Christian Scheffer,cs.DS|F.2.2,0,0,0,0,0,0
535,2017-03-06T12:14:29Z,2017-02-24T17:18:02Z,http://arxiv.org/abs/1702.07669v1,http://arxiv.org/pdf/1702.07669v1,on problem equival to min convolut,in the recent year signific progress has been made in explain appar hard of improv over naiv solut for mani fundament polynomi solvabl problem this came in the form of condit lower bound reduct to one of problem assum to be hard these includ 3sum all pair shortest path sat and orthogon vector and other in the min convolut problem the goal is to comput a sequenc c i n 1 i 0 where c k min i 0 ldot k a i b k i given sequenc a i n 1 i 0 and b i i 0 n 1 this can easili be done in o n 2 time but no o n 2 varepsilon algorithm is known for varepsilon 0 in this paper we undertak a systemat studi of the min convolut problem as a hard assumpt as the first step we establish equival of this problem to a group of other problem includ variant of the classic knapsack problem and problem relat to subaddit sequenc the min convolut has been use as a build block in algorithm for mani problem notabl problem in stringolog it has also alreadi appear as an ad hoc hard assumpt we investig some of these connect and provid new reduct and other result,Marek Cygan|Marcin Mucha|Karol Węgrzycki|Michał Włodarczyk,cs.DS|cs.CC|F.1.3; F.2,0,0,0,0,0,0
536,2017-03-06T12:14:29Z,2017-02-24T17:09:22Z,http://arxiv.org/abs/1702.07665v1,http://arxiv.org/pdf/1702.07665v1,truth mechan for deliveri with mobil agent,we studi the game theoret task of select mobil agent to deliv multipl item on a network an instanc is given by m messag physic object which have to be transport between specifi sourc target pair in a weight undirect graph and k mobil heterogen agent each be abl to transport one messag at a time follow a recent model by b artschi et al 2016 each agent i consum energi proport to the distanc it travel in the graph where the differ rate of energi consumpt are given by weight factor w i we are interest in optim or approxim the total energi consumpt over all select agent unlik previous research we assum the weight to be privat valu known onli to the respect agent we present three differ mechan which select rout and pay the agent in a truth way that guarante voluntari particip of the agent while approxim the optimum energi consumpt by a constant factor to this end we analyz a previous structur result and an approxim algorithm given by b artschi et al 2017 final we show that for some instanc in the case of a singl messag m 1 the sum of the payment can be bound in term of the optimum as well,Andreas Bärtschi|Daniel Graf|Paolo Penna,cs.GT|cs.DS,0,0,0,0,0,0
537,2017-03-06T12:14:29Z,2017-02-24T13:43:20Z,http://arxiv.org/abs/1702.07578v1,http://arxiv.org/pdf/1702.07578v1,fast and simpl parallel wavelet tree and matrix construct,the wavelet tree grossi et al soda 2003 and wavelet matrix claud et al inf syst 47 15 32 2015 are compact indic for text over an alphabet 0 sigma that support rank select and access queri in o lg sigma time we first present new practic sequenti and parallel algorithm for wavelet matrix construct their unifi characterist is that they construct the wavelet matrix bottom up i e they comput the last level first we also show that this bottom up construct can easili be adapt to wavelet tree in practic our best sequenti algorithm is up to twice as fast as the current fastest sequenti construct algorithm serialwt simultan save a factor of 2 in space on 4 core our best parallel algorithm is at least twice as fast as the current fastest parallel algorithm recwt while also use less space this scale up to 32 core where we are about equal fast as recwt but still use onli about 75 of the space an addit theoret result show how to adapt ani wavelet tree construct algorithm to the wavelet matrix in the same asymptot time use onli littl extra space,Johannes Fischer|Florian Kurpicz,cs.DS,0,0,0,0,0,0
538,2017-03-06T12:14:29Z,2017-02-24T13:41:29Z,http://arxiv.org/abs/1702.07577v1,http://arxiv.org/pdf/1702.07577v1,compress with the tudocomp framework,we present a framework facilit the implement and comparison of text compress algorithm we evalu it featur by a case studi on two novel compress algorithm base on the lempel ziv compress scheme that perform well on high repetit text,Patrick Dinklage|Johannes Fischer|Dominik Köppl|Marvin Löbel|Kunihiko Sadakane,cs.DS,0,0,0,0,0,0
539,2017-03-06T12:14:29Z,2017-02-24T03:57:57Z,http://arxiv.org/abs/1702.07458v1,http://arxiv.org/pdf/1702.07458v1,small space encod lce data structur with constant time queri,the emph longest common extens emph lce problem is to preprocess a given string w of length n so that the length of the longest common prefix between suffix of w that start at ani two given posit is answer quick in this paper we present a data structur of o z tau 2 frac n tau word of space which answer lce queri in o 1 time and can be built in o n log sigma time where 1 leq tau leq sqrt n is a paramet z is the size of the lempel ziv 77 factor of w and sigma is the alphabet size this is an emph encod data structur i e it doe not access the input string w when answer queri and thus w can be delet after preprocess on top of this main result we obtain further result use variant of our lce data structur which includ the follow for high repetit string where the z tau 2 term is domin by frac n tau we obtain a emph constant time and sub linear space lce queri data structur even when the input string is not well compress via lempel ziv 77 factor we still can obtain a emph constant time and sub linear space lce data structur for suitabl tau and for sigma leq 2 o log n the time space trade off lower bound for the lce problem by bill et al j discret algorithm 25 42 50 2014 and by kosolobov corr ab 1611 02891 2016 can be surpass in some case with our lce data structur,Yuka Tanimura|Takaaki Nishimoto|Hideo Bannai|Shunsuke Inenaga|Masayuki Takeda,cs.DS,0,1,0,0,0,0
540,2017-03-06T12:14:32Z,2017-02-24T01:28:11Z,http://arxiv.org/abs/1702.07435v1,http://arxiv.org/pdf/1702.07435v1,capacit center problem with two side bound and outlier,in recent year the capacit center problem have attract a lot of research interest given a set of vertic v we want to find a subset of vertic s call center such that the maximum cluster radius is minim moreov each center in s should satisfi some capac constraint which could be an upper or lower bound on the number of vertic it can serv capacit k center problem with one side bound upper or lower have been well studi in previous work and a constant factor approxim was obtain we are the first to studi the capacit center problem with both capac lower and upper bound with or without outlier we assum each vertex has a uniform lower bound and a non uniform upper bound for the case of open exact k center we note that a general of a recent lp approach can achiev constant factor approxim algorithm for our problem our main contribut is a simpl combinatori algorithm for the case where there is no cardin constraint on the number of open center our combinatori algorithm is simpler and achiev better constant approxim factor compar to the lp approach,Hu Ding|Lunjia Hu|Lingxiao Huang|Jian Li,cs.DS,0,0,0,0,0,0
541,2017-03-06T12:14:32Z,2017-02-23T21:49:52Z,http://arxiv.org/abs/1702.07403v1,http://arxiv.org/pdf/1702.07403v1,make asynchron distribut comput robust to nois,we consid the problem of make distribut comput robust to nois in particular to worst case adversari corrupt of messag we give a general distribut interact code scheme which simul ani asynchron distribut protocol while toler an optim corrupt of a theta 1 n fraction of all messag while incur a moder blowup of o n log 2 n in the communic complex our result is the first fulli distribut interact code scheme in which the topolog of the communic network is not known in advanc prior work requir either a coordin node to be connect to all other node in the network or assum a synchron network in which all node alreadi know the complet topolog of the network,Keren Censor-Hillel|Ran Gelles|Bernhard Haeupler,cs.DS|cs.DC,0,0,0,0,0,0
542,2017-03-06T12:14:32Z,2017-02-23T16:59:25Z,http://arxiv.org/abs/1702.07292v1,http://arxiv.org/pdf/1702.07292v1,network construct with order constraint,in this paper we studi the problem of construct a network by observ order connect constraint which we defin herein these order constraint are made to captur realist properti of real world problem that are not reflect in previous more general model we give hard of approxim result and near match upper bound for the offlin problem and we studi the onlin problem in both general graph and restrict sub class in the onlin problem for general graph we give exponenti better upper bound than exist for algorithm for general connect problem for the restrict class of star and path we are abl to find algorithm with optim competit ratio the latter of which involv analysi use a potenti function defin over pq tree,Yi Huang|Mano Vikash Janardhanan|Lev Reyzin,cs.DS,0,0,0,0,0,0
543,2017-03-06T12:14:32Z,2017-02-23T10:57:56Z,http://arxiv.org/abs/1702.07172v1,http://arxiv.org/pdf/1702.07172v1,tight bound for onlin color of basic graph class,we resolv a number of long stand open problem in onlin graph color more specif we develop tight lower bound on the perform of onlin algorithm for fundament graph class an import contribut is that our bound also hold for random onlin algorithm for which hard ani result were known technic we construct lower bound for chordal graph the construct then allow us to deriv result on the perform of random onlin algorithm for the follow further graph class tree planar bipartit induct bound treewidth and disk graph it show that the best competit ratio of both determinist and random onlin algorithm is theta log n where n is the number of vertic of a graph furthermor we prove that this guarante cannot be improv if an onlin algorithm has a lookahead of size o n log n or access to a reorder buffer of size n 1 epsilon for ani 0 epsilon leq 1 a consequ of our result is that for all of the abov mention graph class except bipartit graph the natur textit first fit color algorithm achiev an optim perform up to constant factor among determinist and random onlin algorithm,Susanne Albers|Sebastian Schraink,cs.DS|cs.DM,0,0,0,0,0,0
544,2017-03-06T12:14:32Z,2017-02-23T08:35:45Z,http://arxiv.org/abs/1702.07134v1,http://arxiv.org/pdf/1702.07134v1,divers weight bipartit b match,bipartit match where agent on one side of a market are match to agent or item on the other is a classic problem in comput scienc and econom with widespread applic in healthcar educ advertis and general resourc alloc a practition s goal is typic to maxim a match market s econom effici possibl subject to some fair requir that promot equal access to resourc a natur balanc act exist between fair and effici in match market and has been the subject of much research in this paper we studi a complementari goal balanc divers and effici in a general of bipartit match where agent on one side of the market can be match to set of agent on the other adapt a classic definit of the divers of a set we propos a quadrat program base approach to solv a supermodular minim problem that balanc divers and total weight of the solut we also provid a scalabl greedi algorithm with theoret perform bound we then defin the price of divers a measur of the effici loss due to enforc divers and give a worst case theoret bound final we demonstr the efficaci of our method on three real world dataset and show that the price of divers is not bad in practic,Faez Ahmed|John P. Dickerson|Mark Fuge,cs.DS,0,0,1,0,0,0
545,2017-03-06T12:14:32Z,2017-02-22T22:43:45Z,http://arxiv.org/abs/1702.07032v1,http://arxiv.org/pdf/1702.07032v1,on the complex of bundl price and simpl mechan,we show that the problem of find an optim bundl price for a singl addit buyer is p hard even when the distribut have support size 2 for each item and the optim solut is guarante to be a simpl one the seller pick a price for the grand bundl and a price for each individu item the buyer can purchas either the grand bundl at the given price or ani bundl of item at their total individu price we refer to this simpl and natur famili of price scheme as discount item price in addit to the hard result we show that when the distribut are i i d with support size 2 a discount item price can achiev the optim revenu obtain by lotteri price and it can be found in polynomi time,Xi Chen|George Matikas|Dimitris Paparas|Mihalis Yannakakis,cs.GT|cs.CC|cs.DS,0,0,0,0,0,0
546,2017-03-06T12:14:32Z,2017-02-22T20:59:22Z,http://arxiv.org/abs/1702.07002v1,http://arxiv.org/pdf/1702.07002v1,break the bond of submodular empir estim of approxim ratio for monoton non submodular greedi maxim,while greedi algorithm have long been observ to perform well on a wide varieti of problem up to now approxim ratio have onli been known for their applic to problem have submodular object function f sinc mani practic problem have non submodular f there is a critic need to devis new techniqu to bound the perform of greedi algorithm in the case of non submodular our primari contribut is the introduct of a novel techniqu for estim the approxim ratio of the greedi algorithm for maxim of monoton non decreas function base on the curvatur of f without reli on the submodular constraint we show that this techniqu reduc to the classic 1 1 e ratio for submodular function furthermor we develop an extens of this ratio to the adapt greedi algorithm which allow applic to non submodular stochast maxim problem this notabl extend support to applic model incomplet data with uncertainti final we use this new techniqu to deriv a 1 1 sqrt e ratio for a popular problem robust influenc maxim which is non submodular and 1 2 for adapt max crawl which is adapt non submodular,J. David Smith|My T. Thai,cs.DS|cs.DM|F.2.2; G.2,0,0,0,0,0,0
547,2017-03-06T12:14:32Z,2017-02-27T05:09:46Z,http://arxiv.org/abs/1702.06969v2,http://arxiv.org/pdf/1702.06969v2,approxim uniqu game use low diamet graph decomposit,we design approxim algorithm for uniqu game when the constraint graph admit good low diamet graph decomposit for the sf max2lin k problem in k r minor free graph when there is an assign satisfi 1 varepsilon fraction of constraint we present an algorithm that produc an assign satisfi 1 o r varepsilon fraction of constraint with the approxim ratio independ of the alphabet size a corollari is an improv approxim algorithm for the sf maxcut problem for k r minor free graph for general uniqu game in k r minor free graph we provid anoth algorithm that produc an assign satisfi 1 o r sqrt varepsilon fraction of constraint our approach is to round a linear program relax to find a minimum subset of edg that intersect all the inconsist cycl we show that it is possibl to appli the low diamet graph decomposit techniqu on the constraint graph direct rather than to work on the label extend graph as in previous algorithm for uniqu game the same approach appli when the constraint graph is of genus g and we get similar result with r replac by log g in the sf max2lin k problem and by sqrt log g in the general problem the former result general the result of gupta talwar for uniqu game in the sf max2lin k case and the latter result general the result of trevisan for general uniqu game,Vedat Levi Alev|Lap Chi Lau,cs.DS,0,0,0,0,0,0
548,2017-03-06T12:14:32Z,2017-02-22T15:03:08Z,http://arxiv.org/abs/1702.06829v1,http://arxiv.org/pdf/1702.06829v1,a simpl convex layer algorithm,given a set of n point p in the plane the first layer l 1 of p is form by the point that appear on p s convex hull in general a point belong to layer l i if it lie on the convex hull of the set p setminus bigcup j i l j the emph convex layer problem is to comput the convex layer l i exist algorithm for this problem either do not achiev the optim mathcal o left n log n right runtim and linear space or are over complex and difficult to appli in practic we propos a new algorithm that is both optim and simpl the simplic is achiev by independ comput four set of monoton convex chain in mathcal o left n log n right time and linear space these are then merg in mathcal o left n log n right time,Raimi A. Rufai|Dana S. Richard,cs.CG|cs.DS|68W99|I.3.5,0,0,0,0,0,0
549,2017-03-06T12:14:32Z,2017-02-22T09:35:30Z,http://arxiv.org/abs/1702.06723v1,http://arxiv.org/pdf/1702.06723v1,compact linear program for 2sat,for each integ n we present an explicit formul of a compact linear program with o n 3 variabl and constraint which determin the satisfi of ani 2sat formula with n boolean variabl by a singl linear optim this contrast with the fact that the natur polytop for this problem form from the convex hull of all satisfi formula and their satisfi assign has superpolynomi extens complex our formul is base on multicommod flow we also discuss connect of these result to the stabl match problem,David Avis|Hans Raj Tiwary,math.OC|cs.DM|cs.DS,0,0,0,0,0,0
550,2017-03-06T12:14:36Z,2017-02-21T23:02:59Z,http://arxiv.org/abs/1702.06614v1,http://arxiv.org/pdf/1702.06614v1,doubl threshold digraph,a semiord is a model of prefer relat where each element x is associ with a util valu alpha x and there is a threshold t such that y is prefer to x iff alpha y alpha x t these are motiv by the notion that there is some uncertainti in the util valu we assign an object or that a subject may be unabl to distinguish a prefer between object whose valu are close howev they fail to model the well known phenomenon that prefer are not alway transit also if we are uncertain of the util valu it is not logic that prefer is determin absolut by a comparison of them with an exact threshold we propos a new model in which there are two threshold t 1 and t 2 if the differ alpha y alpha x less than t 1 then y is not prefer to x if the differ is greater than t 2 then y is prefer to x if it is between t 1 and t 2 then then y may or may not be prefer to x we call such a relat a doubl threshold semiord and the correspond direct graph g v e a doubl threshold digraph everi direct acycl graph is a doubl threshold graph bound on t 2 t 1 give a nest hierarchi of subclass of the direct acycl graph in this paper we character the subclass in term of forbidden subgraph and give algorithm for find an assign of of util valu that explain the relat in term of a given t 1 t 2 or els produc a forbidden subgraph and find the minimum valu lambda of t 2 t 1 that is satisfi for a given direct acycl graph we show that lambda give a measur of the complex of a direct acycl graph with respect to sever optim problem that are np hard on arbitrari direct acycl graph,Peter Hamburger|Ross M. McConnell|Attila Pór|Jeremy P. Spinrad,cs.DS,0,0,0,0,0,0
551,2017-03-06T12:14:36Z,2017-02-21T19:02:49Z,http://arxiv.org/abs/1702.06548v1,http://arxiv.org/pdf/1702.06548v1,parameter aspect of triangl enumer,list all triangl in an undirect graph is a fundament graph primit with numer applic it is trivial solvabl in time cubic in the number of vertic it has seen a signific bodi of work contribut to both theoret aspect e g lower and upper bound on run time adapt to new comput model as well practic aspect e g algorithm tune for larg graph motiv by the fact that the worst case run time is cubic we perform a systemat parameter complex studi most of triangl enumer provid both posit result new enum kernel subcub parameter solv algorithm as well as negat result useless in term of possibl of faster parameter algorithm of certain paramet such as domin or chromat number,Matthias Bentert|Till Fluschnik|André Nichterlein|Rolf Niedermeier,cs.DS|cs.DM,0,0,0,0,0,0
